::ffff:127.0.0.1 - - [16/Sep/2020:04:47:53 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:47:53 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:50:52 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:50:52 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:51:22 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:51:22 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:52:04 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:52:04 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:53:36 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:53:36 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:55:00 +0000] "GET /api/v1/users HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:55:00 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:56:00 +0000] "POST /api/v1/users HTTP/1.1" 200 46 "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:56:08 +0000] "GET /api/v1/users HTTP/1.1" 200 246 "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:56:08 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:56:51 +0000] "GET /api/v1/users HTTP/1.1" 200 144 "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
::ffff:127.0.0.1 - - [16/Sep/2020:04:56:51 +0000] "GET /api/v1/positions HTTP/1.1" 304 - "http://localhost:4200/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
